Updated On,State,Total Doses Administered
2021-02-15,MP,565957
2021-02-15,KA,462838
2021-02-15,TG,231322
2021-02-15,WB,525918
2021-02-15,UT,119761
2021-02-15,DN,4425
2021-02-15,KL,357263
2021-02-15,TR,68497
2021-02-15,JK,136032
2021-02-15,AN,3467
2021-02-15,CH,7332
2021-02-15,AP,345830
2021-02-15,UP,975211
2021-02-15,BR,483813
2021-02-15,MZ,11394
2021-02-15,GJ,783293
2021-02-15,ML,15270
2021-02-15,GA,14279
2021-02-15,LA,3014
2021-02-15,MN,24428
2021-02-15,HP,80952
2021-02-15,TN,205097
2021-02-15,PB,97181
2021-02-15,PY,5974
2021-02-15,OR,377078
2021-02-15,SK,8252
2021-02-15,AS,128424
2021-02-15,NL,11374
2021-02-15,CG,277098
2021-02-15,RJ,611493
2021-02-15,LD,1575
2021-02-15,MH,687137
2021-02-15,AR,17018
2021-02-15,JH,219873
2021-02-15,DL,197031
2021-02-16,DL,214273
2021-02-16,MP,567591
2021-02-16,UP,975907
2021-02-16,GJ,799296
2021-02-16,AP,370880
2021-02-16,JH,228558
2021-02-16,SK,9006
2021-02-16,DN,4754
2021-02-16,PY,6502
2021-02-16,TG,290997
2021-02-16,KL,382629
2021-02-16,GA,14463
2021-02-16,WB,528075
2021-02-16,MH,719944
2021-02-16,UT,126204
2021-02-16,AN,3467
2021-02-16,AR,17130
2021-02-16,MZ,11402
2021-02-16,TR,68681
2021-02-16,LD,1613
2021-02-16,BR,485733
2021-02-16,HP,84718
2021-02-16,LA,3602
2021-02-16,CG,294241
2021-02-16,AS,132946
2021-02-16,ML,17969
2021-02-16,TN,215964
2021-02-16,JK,150271
2021-02-16,PB,102258
2021-02-16,RJ,626481
2021-02-16,MN,27506
2021-02-16,CH,8018
2021-02-16,OR,380202
2021-02-16,NL,13855
2021-02-16,HR,190197
2021-02-16,KA,501618
2021-02-17,BR,496507
2021-02-17,TN,227737
2021-02-17,AR,17136
2021-02-17,PY,7072
2021-02-17,MN,31661
2021-02-17,JH,241010
2021-02-17,DN,5483
2021-02-17,AN,3664
2021-02-17,KA,560044
2021-02-17,UT,131225
2021-02-17,AP,402851
2021-02-17,GJ,806425
2021-02-17,LD,1613
2021-02-17,GA,15040
2021-02-17,CH,8561
2021-02-17,CG,312728
2021-02-17,KL,392764
2021-02-17,MP,587658
2021-02-17,HR,195563
2021-02-17,JK,151145
2021-02-17,MH,768695
2021-02-17,DL,231544
2021-02-17,NL,15897
2021-02-17,SK,9714
2021-02-17,RJ,747482
2021-02-17,TR,72074
2021-02-17,TG,291913
2021-02-17,HP,90616
2021-02-17,OR,392505
2021-02-17,ML,21964
2021-02-17,PB,106279
2021-02-17,LA,4162
2021-02-17,MZ,12755
2021-02-17,AS,134325
2021-02-17,WB,551037
2021-02-17,UP,976088
2021-02-18,DN,5776
2021-02-18,TN,234412
2021-02-18,LA,4572
2021-02-18,ML,25231
2021-02-18,UT,135708
2021-02-18,CG,329628
2021-02-18,AS,142950
2021-02-18,TR,79660
2021-02-18,KA,537677
2021-02-18,RJ,732405
2021-02-18,LD,1674
2021-02-18,SK,10339
2021-02-18,GA,14303
2021-02-18,GJ,799523
2021-02-18,AR,20421
2021-02-18,MP,598328
2021-02-18,HR,206032
2021-02-18,AP,414038
2021-02-18,HP,88620
2021-02-18,KL,401317
2021-02-18,OR,407988
2021-02-18,TG,325420
2021-02-18,WB,563290
2021-02-18,BR,529891
2021-02-18,UP,1054867
2021-02-18,PY,7433
2021-02-18,JK,166429
2021-02-18,MH,810906
2021-02-18,PB,107749
2021-02-18,MN,34103
2021-02-18,AN,3846
2021-02-18,NL,18021
2021-02-18,MZ,14305
2021-02-18,DL,252843
2021-02-18,CH,9187
2021-02-18,JH,249047
2021-02-19,HP,100648
2021-02-19,AS,156552
2021-02-19,TR,90564
2021-02-19,DN,6504
2021-02-19,GA,16002
2021-02-19,TN,256388
2021-02-19,JK,181492
2021-02-19,AP,476505
2021-02-19,WB,632088
2021-02-19,CG,348220
2021-02-19,KL,432564
2021-02-19,BR,547003
2021-02-19,KA,637368
2021-02-19,LD,1770
2021-02-19,PY,8863
2021-02-19,MP,616805
2021-02-19,AN,4898
2021-02-19,TG,355287
2021-02-19,ML,29028
2021-02-19,JH,262687
2021-02-19,AR,23982
2021-02-19,DL,283629
2021-02-19,OR,462576
2021-02-19,LA,5531
2021-02-19,MZ,16672
2021-02-19,NL,21930
2021-02-19,RJ,790236
2021-02-19,CH,10065
2021-02-19,MH,853374
2021-02-19,PB,122526
2021-02-19,GJ,843816
2021-02-19,SK,11993
2021-02-19,HR,218170
2021-02-19,UP,1234270
2021-02-19,UT,143945
2021-02-19,MN,37210
2021-02-20,JK,192355
2021-02-20,PB,128999
2021-02-20,MZ,16918
2021-02-20,RJ,810063
2021-02-20,UT,146541
2021-02-20,WB,664855
2021-02-20,ML,31111
2021-02-20,CH,11125
2021-02-20,MH,913658
2021-02-20,TR,92289
2021-02-20,AR,24238
2021-02-20,NL,23239
2021-02-20,DN,6841
2021-02-20,JH,271129
2021-02-20,AP,501288
2021-02-20,KL,445561
2021-02-20,KA,663860
2021-02-20,TN,269873
2021-02-20,SK,12921
2021-02-20,AS,163919
2021-02-20,TG,357179
2021-02-20,PY,9790
2021-02-20,BR,557762
2021-02-20,OR,489793
2021-02-20,MN,38877
2021-02-20,GJ,869257
2021-02-20,MP,635446
2021-02-20,GA,17395
2021-02-20,LD,1770
2021-02-20,HR,223857
2021-02-20,UP,1236861
2021-02-20,HP,106400
2021-02-20,LA,6383
2021-02-20,CG,362135
2021-02-20,AN,5653
2021-02-20,DL,309410
2021-02-21,UT,146976
2021-02-21,RJ,810077
2021-02-21,LA,6621
2021-02-21,MN,39179
2021-02-21,ML,31142
2021-02-21,AN,5653
2021-02-21,DN,6841
2021-02-21,JK,192581
2021-02-21,MP,636057
2021-02-21,PB,129510
2021-02-21,LD,1770
2021-02-21,UP,1237359
2021-02-21,DL,309419
2021-02-21,CH,11125
2021-02-21,PY,9790
2021-02-21,AS,165621
2021-02-21,TR,92291
2021-02-21,GJ,870310
2021-02-21,AR,24238
2021-02-21,SK,12921
2021-02-21,HR,224225
2021-02-21,KA,665580
2021-02-21,HP,106629
2021-02-21,NL,23333
2021-02-21,KL,445939
2021-02-21,TG,357467
2021-02-21,JH,273466
2021-02-21,BR,558309
2021-02-21,MH,917962
2021-02-21,OR,491506
2021-02-21,MZ,16918
2021-02-21,WB,669761
2021-02-21,GA,17395
2021-02-21,AP,509044
2021-02-21,TN,270487
2021-02-21,CG,363144
2021-02-22,LA,7460
2021-02-22,DN,7003
2021-02-22,DL,336544
2021-02-22,AS,178910
2021-02-22,MH,975061
2021-02-22,TG,376262
2021-02-22,CH,12291
2021-02-22,RJ,836494
2021-02-22,NL,25515
2021-02-22,OR,519365
2021-02-22,CG,380439
2021-02-22,AP,534507
2021-02-22,TR,97257
2021-02-22,PB,140314
2021-02-22,GJ,884999
2021-02-22,GA,18143
2021-02-22,BR,579548
2021-02-22,AR,26904
2021-02-22,ML,34056
2021-02-22,JK,204193
2021-02-22,TN,280847
2021-02-22,KL,469633
2021-02-22,JH,281976
2021-02-22,UP,1339406
2021-02-22,LD,1830
2021-02-22,SK,14550
2021-02-22,AN,6856
2021-02-22,MP,666759
2021-02-22,KA,705083
2021-02-22,MZ,18808
2021-02-22,UT,151842
2021-02-22,HP,108120
2021-02-22,WB,726880
2021-02-22,HR,244791
2021-02-22,PY,10023
2021-02-22,MN,40640
2021-02-23,TN,291582
2021-02-23,TR,100084
2021-02-23,LA,8432
2021-02-23,BR,588882
2021-02-23,SK,16146
2021-02-23,CG,389928
2021-02-23,HR,257756
2021-02-23,JH,289373
2021-02-23,KA,738792
2021-02-23,UP,1342030
2021-02-23,CH,13594
2021-02-23,TG,377711
2021-02-23,ML,37186
2021-02-23,MZ,20689
2021-02-23,JK,212075
2021-02-23,WB,788276
2021-02-23,PB,149544
2021-02-23,LD,1877
2021-02-23,UT,155814
2021-02-23,HP,109590
2021-02-23,MP,668773
2021-02-23,AR,28444
2021-02-23,MH,1017414
2021-02-23,NL,27485
2021-02-23,AN,7058
2021-02-23,GA,18419
2021-02-23,PY,10132
2021-02-23,GJ,892463
2021-02-23,AP,559483
2021-02-23,AS,190166
2021-02-23,DL,356662
2021-02-23,DN,7061
2021-02-23,OR,531427
2021-02-23,RJ,866185
2021-02-23,KL,484753
2021-02-23,MN,42108
2021-02-24,GA,19851
2021-02-24,JH,298027
2021-02-24,LA,9243
2021-02-24,PB,158632
2021-02-24,GJ,896424
2021-02-24,HR,260336
2021-02-24,MH,1073789
2021-02-24,CH,14889
2021-02-24,KL,501243
2021-02-24,SK,17456
2021-02-24,MZ,23483
2021-02-24,OR,539997
2021-02-24,PY,10288
2021-02-24,NL,29733
2021-02-24,WB,873017
2021-02-24,DL,375038
2021-02-24,CG,405172
2021-02-24,TN,300604
2021-02-24,BR,597807
2021-02-24,RJ,919887
2021-02-24,LD,1902
2021-02-24,UT,157621
2021-02-24,HP,110920
2021-02-24,TR,100676
2021-02-24,KA,777394
2021-02-24,AS,195245
2021-02-24,MP,716682
2021-02-24,ML,39128
2021-02-24,DN,7135
2021-02-24,AN,7240
2021-02-24,TG,379363
2021-02-24,JK,212702
2021-02-24,AR,28468
2021-02-24,UP,1342318
2021-02-24,AP,596327
2021-02-24,MN,44538
2021-02-25,CH,16579
2021-02-25,MN,47096
2021-02-25,GA,21121
2021-02-25,TG,400394
2021-02-25,HP,116818
2021-02-25,JK,226087
2021-02-25,DL,393471
2021-02-25,UP,1521544
2021-02-25,SK,18535
2021-02-25,KL,538367
2021-02-25,WB,978851
2021-02-25,LD,1929
2021-02-25,OR,564070
2021-02-25,TN,308895
2021-02-25,KA,802101
2021-02-25,AN,7763
2021-02-25,LA,9734
2021-02-25,ML,41799
2021-02-25,MP,773228
2021-02-25,UT,161766
2021-02-25,DN,7675
2021-02-25,BR,621233
2021-02-25,HR,275940
2021-02-25,CG,420647
2021-02-25,NL,31357
2021-02-25,PY,10599
2021-02-25,AP,639187
2021-02-25,MZ,25618
2021-02-25,GJ,943860
2021-02-25,JH,304309
2021-02-25,PB,172597
2021-02-25,RJ,939812
2021-02-25,MH,1128081
2021-02-25,AS,210946
2021-02-25,AR,31209
2021-02-25,TR,105468
2021-02-26,JK,238073
2021-02-26,MH,1187018
2021-02-26,KL,593333
2021-02-26,TG,419089
2021-02-26,CG,428473
2021-02-26,DN,7978
2021-02-26,MN,50565
2021-02-26,LA,10341
2021-02-26,AP,673767
2021-02-26,UT,168602
2021-02-26,GJ,989315
2021-02-26,TN,319966
2021-02-26,PB,181693
2021-02-26,BR,637549
2021-02-26,HP,121420
2021-02-26,RJ,1010420
2021-02-26,MP,804378
2021-02-26,NL,32408
2021-02-26,LD,1931
2021-02-26,HR,280173
2021-02-26,JH,313438
2021-02-26,SK,19112
2021-02-26,WB,1092729
2021-02-26,PY,11254
2021-02-26,CH,18567
2021-02-26,AN,7989
2021-02-26,TR,109091
2021-02-26,DL,406431
2021-02-26,AR,32865
2021-02-26,ML,43820
2021-02-26,AS,223134
2021-02-26,KA,833025
2021-02-26,UP,1668629
2021-02-26,GA,22620
2021-02-26,MZ,27554
2021-02-26,OR,573790
2021-02-27,JK,238073
2021-02-27,TG,419089
2021-02-27,AS,223134
2021-02-27,HR,280175
2021-02-27,WB,1092729
2021-02-27,JH,313438
2021-02-27,AN,7989
2021-02-27,TN,319966
2021-02-27,MP,804378
2021-02-27,UT,168602
2021-02-27,SK,19112
2021-02-27,GA,22620
2021-02-27,DL,406431
2021-02-27,BR,637549
2021-02-27,HP,121420
2021-02-27,CG,428473
2021-02-27,MH,1187023
2021-02-27,MZ,27554
2021-02-27,AP,673767
2021-02-27,AR,32865
2021-02-27,CH,18567
2021-02-27,UP,1668629
2021-02-27,TR,109091
2021-02-27,PY,11254
2021-02-27,KA,833025
2021-02-27,RJ,1010420
2021-02-27,ML,43820
2021-02-27,DN,7978
2021-02-27,NL,32408
2021-02-27,LD,1931
2021-02-27,MN,50565
2021-02-27,LA,10341
2021-02-27,KL,593333
2021-02-27,OR,573826
2021-02-27,PB,181693
2021-02-27,GJ,989319
2021-02-28,TG,419089
2021-02-28,LD,1931
2021-02-28,UT,168604
2021-02-28,AP,673767
2021-02-28,HP,121420
2021-02-28,CG,428473
2021-02-28,LA,10341
2021-02-28,GA,22620
2021-02-28,PB,181693
2021-02-28,KL,593333
2021-02-28,AR,32865
2021-02-28,ML,43820
2021-02-28,TR,109091
2021-02-28,MZ,27558
2021-02-28,WB,1092729
2021-02-28,JK,238075
2021-02-28,MN,50565
2021-02-28,KA,833025
2021-02-28,TN,319966
2021-02-28,RJ,1010422
2021-02-28,CH,18567
2021-02-28,MH,1187178
2021-02-28,PY,11254
2021-02-28,BR,637549
2021-02-28,UP,1668631
2021-02-28,AN,7989
2021-02-28,AS,223134
2021-02-28,DN,7978
2021-02-28,GJ,989369
2021-02-28,HR,280181
2021-02-28,NL,32408
2021-02-28,SK,19112
2021-02-28,MP,804378
2021-02-28,OR,573828
2021-02-28,DL,406431
2021-02-28,JH,313438
2021-03-01,HR,280181
2021-03-01,TG,419089
2021-03-01,LA,10341
2021-03-01,SK,19112
2021-03-01,GA,22620
2021-03-01,OR,573828
2021-03-01,AR,32865
2021-03-01,GJ,989369
2021-03-01,KA,833025
2021-03-01,AN,7989
2021-03-01,PB,181693
2021-03-01,TR,109091
2021-03-01,PY,11254
2021-03-01,MN,50565
2021-03-01,WB,1092729
2021-03-01,HP,121420
2021-03-01,MP,804378
2021-03-01,UT,168604
2021-03-01,DL,406431
2021-03-01,MZ,27558
2021-03-01,UP,1668631
2021-03-01,NL,32408
2021-03-01,LD,1931
2021-03-01,JK,238075
2021-03-01,AP,673767
2021-03-01,ML,43820
2021-03-01,JH,313438
2021-03-01,CH,18567
2021-03-01,CG,428473
2021-03-01,RJ,1010422
2021-03-01,DN,7978
2021-03-01,AS,223134
2021-03-01,BR,637549
2021-03-01,KL,593333
2021-03-01,TN,319966
2021-03-01,MH,1187178
2021-03-02,PY,11912
2021-03-02,HR,290716
2021-03-02,GJ,1153267
2021-03-02,LA,11130
2021-03-02,DL,428377
2021-03-02,NL,33666
2021-03-02,TN,357600
2021-03-02,MZ,33404
2021-03-02,OR,608953
2021-03-02,ML,46335
2021-03-02,MP,846487
2021-03-02,TG,426555
2021-03-02,PB,199021
2021-03-02,UT,183073
2021-03-02,MN,53731
2021-03-02,GA,27005
2021-03-02,SK,20991
2021-03-02,JK,258723
2021-03-02,DN,9433
2021-03-02,LD,1931
2021-03-02,AP,702035
2021-03-02,AR,37490
2021-03-02,HP,132714
2021-03-02,TR,116435
2021-03-02,AS,246658
2021-03-02,WB,1170037
2021-03-02,BR,658177
2021-03-02,CG,459117
2021-03-02,RJ,1213860
2021-03-02,KA,845726
2021-03-02,AN,8724
2021-03-02,KL,653199
2021-03-02,UP,1681659
2021-03-02,JH,332286
2021-03-02,MH,1251419
2021-03-02,CH,21667
2021-03-03,JH,350716
2021-03-03,PB,211462
2021-03-03,TN,400506
2021-03-03,UP,1682667
2021-03-03,TG,438614
2021-03-03,RJ,1423769
2021-03-03,AN,8837
2021-03-03,OR,636348
2021-03-03,PY,13087
2021-03-03,BR,689592
2021-03-03,DN,7675
2021-03-03,TR,119114
2021-03-03,SK,22602
2021-03-03,GJ,1234893
2021-03-03,CH,23900
2021-03-03,AR,37937
2021-03-03,HR,295902
2021-03-03,LA,12205
2021-03-03,GA,31430
2021-03-03,CG,488780
2021-03-03,JK,260977
2021-03-03,MH,1317336
2021-03-03,AP,724119
2021-03-03,KL,691858
2021-03-03,WB,1261351
2021-03-03,KA,860417
2021-03-03,LD,1931
2021-03-03,UT,194732
2021-03-03,NL,35478
2021-03-03,MN,57367
2021-03-03,MZ,37776
2021-03-03,HP,139479
2021-03-03,AS,268169
2021-03-03,ML,48103
2021-03-03,MP,908051
2021-03-03,DL,443842
2021-03-04,GA,36170
2021-03-04,AN,9361
2021-03-04,CG,533925
2021-03-04,LA,13048
2021-03-04,HR,311564
2021-03-04,JK,277184
2021-03-04,OR,678170
2021-03-04,LD,1931
2021-03-04,UT,214010
2021-03-04,TR,125744
2021-03-04,MN,59952
2021-03-04,TN,455609
2021-03-04,MP,970531
2021-03-04,PY,14349
2021-03-04,HP,148541
2021-03-04,UP,1824296
2021-03-04,WB,1352180
2021-03-04,AR,41398
2021-03-04,ML,49906
2021-03-04,AP,749445
2021-03-04,BR,733670
2021-03-04,NL,36435
2021-03-04,KL,774938
2021-03-04,PB,224386
2021-03-04,AS,310530
2021-03-04,DL,460312
2021-03-04,GJ,1397814
2021-03-04,JH,368393
2021-03-04,TG,462808
2021-03-04,MH,1387989
2021-03-04,KA,875597
2021-03-04,DN,7978
2021-03-04,MZ,40949
2021-03-04,SK,24622
2021-03-04,RJ,1532359
2021-03-04,CH,26149
2021-03-05,MH,1479034
2021-03-05,TG,488204
2021-03-05,BR,777943
2021-03-05,OR,705107
2021-03-05,NL,36838
2021-03-05,LD,1982
2021-03-05,HP,158469
2021-03-05,DL,475589
2021-03-05,ML,51694
2021-03-05,GA,40430
2021-03-05,WB,1448516
2021-03-05,DN,7978
2021-03-05,LA,14139
2021-03-05,TR,132807
2021-03-05,AS,354473
2021-03-05,MZ,41973
2021-03-05,MP,978701
2021-03-05,CH,28397
2021-03-05,PY,15833
2021-03-05,JH,389443
2021-03-05,GJ,1580465
2021-03-05,JK,294559
2021-03-05,SK,27446
2021-03-05,AP,785259
2021-03-05,UP,1988090
2021-03-05,KA,897268
2021-03-05,HR,327198
2021-03-05,PB,240500
2021-03-05,RJ,1783489
2021-03-05,CG,578118
2021-03-05,AR,44881
2021-03-05,MN,62866
2021-03-05,AN,9897
2021-03-05,UT,231192
2021-03-05,TN,532154
2021-03-05,KL,856197
2021-03-06,MH,1584841
2021-03-06,MN,66418
2021-03-06,SK,29477
2021-03-06,GJ,1745473
2021-03-06,KA,923407
2021-03-06,ML,52850
2021-03-06,PY,17181
2021-03-06,BR,828652
2021-03-06,CH,30679
2021-03-06,DN,13130
2021-03-06,HP,165915
2021-03-06,LA,16365
2021-03-06,MP,1049846
2021-03-06,WB,1537566
2021-03-06,DL,495154
2021-03-06,TN,619615
2021-03-06,UT,246725
2021-03-06,MZ,43202
2021-03-06,HR,336481
2021-03-06,TR,135652
2021-03-06,AS,396169
2021-03-06,TG,520798
2021-03-06,CG,632575
2021-03-06,RJ,2024053
2021-03-06,GA,43800
2021-03-06,JK,313949
2021-03-06,PB,254347
2021-03-06,UP,2014991
2021-03-06,NL,37449
2021-03-06,AP,836177
2021-03-06,AN,10498
2021-03-06,JH,410219
2021-03-06,KL,943171
2021-03-06,OR,744565
2021-03-06,AR,46901
2021-03-06,LD,2078
2021-03-07,CG,634619
2021-03-07,MZ,43295
2021-03-07,GA,43808
2021-03-07,UP,2019181
2021-03-07,AS,407866
2021-03-07,AN,11101
2021-03-07,AR,46960
2021-03-07,OR,749077
2021-03-07,LA,16365
2021-03-07,HP,168003
2021-03-07,TN,646341
2021-03-07,PB,255858
2021-03-07,MN,66485
2021-03-07,JK,314237
2021-03-07,UT,247447
2021-03-07,DL,495243
2021-03-07,JH,416787
2021-03-07,KA,925831
2021-03-07,SK,29477
2021-03-07,PY,17186
2021-03-07,NL,37534
2021-03-07,AP,836337
2021-03-07,WB,1547453
2021-03-07,BR,830495
2021-03-07,CH,30902
2021-03-07,KL,956327
2021-03-07,MP,1052103
2021-03-07,HR,337525
2021-03-07,DN,13138
2021-03-07,LD,2078
2021-03-07,RJ,2037152
2021-03-07,MH,1591448
2021-03-07,GJ,1749600
2021-03-07,TG,522369
2021-03-07,ML,52918
2021-03-07,TR,135657
2021-03-08,PB,275759
2021-03-08,HP,176202
2021-03-08,SK,33038
2021-03-08,MP,1123372
2021-03-08,BR,996855
2021-03-08,DN,13858
2021-03-08,WB,1684182
2021-03-08,MH,1739823
2021-03-08,JK,339975
2021-03-08,NL,39702
2021-03-08,AN,12004
2021-03-08,TN,732192
2021-03-08,MZ,44969
2021-03-08,TG,561227
2021-03-08,UP,2216711
2021-03-08,KA,994382
2021-03-08,CG,684432
2021-03-08,AP,886175
2021-03-08,LA,19096
2021-03-08,CH,33476
2021-03-08,TR,146407
2021-03-08,LD,2310
2021-03-08,ML,55701
2021-03-08,JH,442754
2021-03-08,OR,820328
2021-03-08,GJ,1919226
2021-03-08,AS,446529
2021-03-08,UT,265744
2021-03-08,GA,47499
2021-03-08,MN,69656
2021-03-08,KL,1038770
2021-03-08,RJ,2225610
2021-03-08,HR,365090
2021-03-08,DL,516188
2021-03-08,PY,18840
2021-03-08,AR,49950
2021-03-09,TG,424673
2021-03-09,KL,918350
2021-03-09,MH,1572965
2021-03-09,AS,423058
2021-03-09,CG,600698
2021-03-09,LA,20455
2021-03-09,TR,124161
2021-03-09,GJ,1719245
2021-03-09,GA,43940
2021-03-09,PB,246839
2021-03-09,WB,1596681
2021-03-09,OR,707189
2021-03-09,AR,41504
2021-03-09,HR,319081
2021-03-09,LD,1667
2021-03-09,RJ,1960495
2021-03-09,PY,17940
2021-03-09,UT,228383
2021-03-09,MN,66537
2021-03-09,JH,402293
2021-03-09,BR,882786
2021-03-09,DL,480051
2021-03-09,MZ,38483
2021-03-09,SK,30915
2021-03-09,AP,740389
2021-03-09,ML,52598
2021-03-09,DN,12668
2021-03-09,HP,146888
2021-03-09,MP,894175
2021-03-09,CH,32738
2021-03-09,UP,1709561
2021-03-09,AN,9932
2021-03-09,KA,788948
2021-03-09,JK,335454
2021-03-09,NL,35039
2021-03-09,TN,733464
2021-03-10,ML,55012
2021-03-10,PY,19610
2021-03-10,AR,41675
2021-03-10,PB,263332
2021-03-10,RJ,2085412
2021-03-10,AP,781210
2021-03-10,TN,820208
2021-03-10,GJ,1766662
2021-03-10,BR,945716
2021-03-10,MP,982005
2021-03-10,DN,13669
2021-03-10,GA,47253
2021-03-10,DL,498624
2021-03-10,KA,879486
2021-03-10,TR,125961
2021-03-10,HR,331094
2021-03-10,OR,750951
2021-03-10,UP,1735799
2021-03-10,CH,35205
2021-03-10,LD,1854
2021-03-10,AS,441178
2021-03-10,AN,10161
2021-03-10,JK,336723
2021-03-10,CG,649606
2021-03-10,HP,156463
2021-03-10,MN,68967
2021-03-10,MZ,42391
2021-03-10,NL,37358
2021-03-10,SK,34629
2021-03-10,JH,433106
2021-03-10,UT,240790
2021-03-10,LA,23584
2021-03-10,WB,1730915
2021-03-10,MH,1749221
2021-03-10,KL,954881
2021-03-10,TG,447836
2021-03-11,PB,269729
2021-03-11,KL,992154
2021-03-11,TR,127690
2021-03-11,CH,35992
2021-03-11,MP,983629
2021-03-11,HR,339893
2021-03-11,UT,242965
2021-03-11,TN,905294
2021-03-11,AP,789453
2021-03-11,UP,1741357
2021-03-11,MH,1804254
2021-03-11,MZ,44393
2021-03-11,GA,50241
2021-03-11,RJ,2089766
2021-03-11,JH,448191
2021-03-11,JK,337836
2021-03-11,OR,758859
2021-03-11,TG,451366
2021-03-11,KA,895719
2021-03-11,BR,951238
2021-03-11,ML,58246
2021-03-11,AS,461071
2021-03-11,HP,157123
2021-03-11,LA,26595
2021-03-11,MN,70643
2021-03-11,AN,10704
2021-03-11,LD,2056
2021-03-11,GJ,1776940
2021-03-11,DN,13669
2021-03-11,CG,654318
2021-03-11,WB,1801974
2021-03-11,NL,40079
2021-03-11,SK,38361
2021-03-11,DL,516448
2021-03-11,PY,21232
2021-03-11,AR,44509
2021-03-12,OR,825025
2021-03-12,CH,38260
2021-03-12,PY,22707
2021-03-12,LD,2275
2021-03-12,GJ,1947430
2021-03-12,DL,535790
2021-03-12,SK,41096
2021-03-12,KA,998460
2021-03-12,NL,40999
2021-03-12,MH,1996304
2021-03-12,UT,268380
2021-03-12,AS,480338
2021-03-12,ML,60371
2021-03-12,MZ,45638
2021-03-12,TG,480210
2021-03-12,WB,1983003
2021-03-12,KL,1077367
2021-03-12,AP,837831
2021-03-12,MN,73372
2021-03-12,RJ,2263958
2021-03-12,LA,29215
2021-03-12,AR,46763
2021-03-12,HP,175442
2021-03-12,HR,376401
2021-03-12,MP,989013
2021-03-12,TN,996547
2021-03-12,BR,1068778
2021-03-12,TR,139399
2021-03-12,PB,289983
2021-03-12,CG,700964
2021-03-12,GA,55587
2021-03-12,AN,11321
2021-03-12,JK,340719
2021-03-12,JH,480023
2021-03-12,DN,14781
2021-03-12,UP,2038409
2021-03-13,LD,2510
2021-03-13,DN,15595
2021-03-13,GJ,2073148
2021-03-13,TN,1086617
2021-03-13,JK,378291
2021-03-13,NL,41434
2021-03-13,RJ,2446510
2021-03-13,HR,392137
2021-03-13,CH,40522
2021-03-13,ML,61887
2021-03-13,KA,1048543
2021-03-13,TG,496264
2021-03-13,UT,284179
2021-03-13,BR,1155115
2021-03-13,AN,11638
2021-03-13,AS,496625
2021-03-13,MH,2125486
2021-03-13,OR,883368
2021-03-13,MZ,46187
2021-03-13,TR,143379
2021-03-13,GA,59312
2021-03-13,MN,74264
2021-03-13,PY,24491
2021-03-13,SK,41351
2021-03-13,HP,182060
2021-03-13,JH,506986
2021-03-13,AR,48143
2021-03-13,AP,881112
2021-03-13,WB,2104249
2021-03-13,CG,757035
2021-03-13,MP,1147591
2021-03-13,KL,1123556
2021-03-13,PB,308567
2021-03-13,UP,2079271
2021-03-13,DL,560366
2021-03-13,LA,31815
2021-03-14,LA,32385
2021-03-14,JK,379043
2021-03-14,OR,890304
2021-03-14,NL,41574
2021-03-14,DN,15595
2021-03-14,CH,40701
2021-03-14,UP,2095485
2021-03-14,PY,24531
2021-03-14,MH,2132670
2021-03-14,MN,74287
2021-03-14,HP,183378
2021-03-14,BR,1159704
2021-03-14,DL,560392
2021-03-14,LD,2541
2021-03-14,PB,311048
2021-03-14,AP,881921
2021-03-14,TR,143677
2021-03-14,MP,1149813
2021-03-14,SK,41351
2021-03-14,KL,1127845
2021-03-14,GJ,2083779
2021-03-14,TN,1108284
2021-03-14,MZ,46297
2021-03-14,AS,497722
2021-03-14,ML,61893
2021-03-14,WB,2117985
2021-03-14,AN,11693
2021-03-14,CG,764290
2021-03-14,HR,395967
2021-03-14,AR,48215
2021-03-14,UT,286192
2021-03-14,JH,526061
2021-03-14,GA,59323
2021-03-14,KA,1067628
2021-03-14,TG,498020
2021-03-14,RJ,2456156
2021-03-15,NL,44529
2021-03-15,LA,34683
2021-03-15,OR,980682
2021-03-15,UT,312088
2021-03-15,MH,2342873
2021-03-15,AP,955901
2021-03-15,AS,518114
2021-03-15,MP,1311000
2021-03-15,BR,1238681
2021-03-15,JH,564865
2021-03-15,SK,44207
2021-03-15,GA,64652
2021-03-15,LD,2717
2021-03-15,HP,195010
2021-03-15,GJ,2231425
2021-03-15,ML,64637
2021-03-15,DN,16581
2021-03-15,PB,335644
2021-03-15,AR,51378
2021-03-15,UP,2398452
2021-03-15,MZ,48167
2021-03-15,TN,1205503
2021-03-15,TG,528117
2021-03-15,TR,162711
2021-03-15,KL,1213086
2021-03-15,AN,12045
2021-03-15,DL,585854
2021-03-15,WB,2353011
2021-03-15,KA,1233619
2021-03-15,RJ,2649046
2021-03-15,HR,515583
2021-03-15,CG,840424
2021-03-15,CH,43221
2021-03-15,PY,26694
2021-03-15,MN,77264
2021-03-15,JK,415786
2021-03-16,AR,63404
2021-03-16,AP,1234075
2021-03-16,CH,49179
2021-03-16,GA,78377
2021-03-16,GJ,2772614
2021-03-16,JK,490249
2021-03-16,UT,398546
2021-03-16,TR,219327
2021-03-16,TN,1423843
2021-03-16,WB,2818171
2021-03-16,HR,678896
2021-03-16,DN,19497
2021-03-16,AN,14826
2021-03-16,BR,1521806
2021-03-16,MZ,60487
2021-03-16,LA,38926
