Updated On,State,Total Doses Administered
2022-01-30,GJ,97710669
2022-01-30,DN,1317826
2022-01-30,BR,112117433
2022-01-30,AP,80164178
2022-01-30,UT,15848713
2022-01-30,CH,1971985
2022-01-30,GA,2553493
2022-01-30,GJ,97710669
2022-01-30,OR,56927235
2022-01-30,UP,259869717
2022-01-30,LD,114825
2022-01-30,MZ,1438185
2022-01-30,DL,29559733
2022-01-30,AS,41289795
2022-01-30,NL,1463656
2022-01-30,TG,53988365
2022-01-30,ML,2284832
2022-01-30,TR,4946556
2022-01-30,JH,34615805
2022-01-30,MH,147927447
2022-01-30,HP,11920817
2022-01-30,MN,2498718
2022-01-30,AS,41289795
2022-01-30,PB,33268091
2022-01-30,JH,34615805
2022-01-30,UP,259869717
2022-01-30,AR,1569174
2022-01-30,KL,50881355
2022-01-30,AP,80164178
2022-01-30,CH,1971985
2022-01-30,UT,15848713
2022-01-30,HP,11920817
2022-01-30,PY,1533830
2022-01-30,RJ,93042673
2022-01-30,MP,109318793
2022-01-30,OR,56927235
2022-01-30,WB,121394649
2022-01-30,AN,631861
2022-01-30,LA,418208
2022-01-30,SK,1064253
2022-01-30,TN,93695014
2022-01-30,HR,39194693
2022-01-30,ML,2284832
2022-01-30,CG,33727147
2022-01-30,JK,20436616
2022-01-30,PB,33268091
2022-01-30,HR,39194693
2022-01-30,NL,1463656
2022-01-30,AN,631861
2022-01-30,LD,114825
2022-01-30,GA,2553493
2022-01-30,PY,1533830
2022-01-30,CG,33727147
2022-01-30,MZ,1438185
2022-01-30,MN,2498718
2022-01-30,TN,93695014
2022-01-30,DL,29559733
2022-01-30,TG,53988365
2022-01-30,DN,1317826
2022-01-30,KA,95243632
2022-01-30,SK,1064253
2022-01-30,BR,112117433
2022-01-30,KA,95243632
2022-01-30,TR,4946556
2022-01-30,LA,418208
2022-01-30,MP,109318793
2022-01-31,TN,93813317
2022-01-31,TG,54201345
2022-01-31,UT,16004167
2022-01-31,PY,1535646
2022-01-31,HR,39278228
2022-01-31,AN,632891
2022-01-31,DL,29636860
2022-01-31,KL,50967835
2022-01-31,MP,109569228
2022-01-31,GJ,98003212
2022-01-31,DN,1318737
2022-01-31,ML,2288580
2022-01-31,MZ,1440213
2022-01-31,KA,95502982
2022-01-31,UT,16004167
2022-01-31,MN,2510162
2022-01-31,JH,34706457
2022-01-31,UP,261608184
2022-01-31,HP,11931976
2022-01-31,AS,41372839
2022-01-31,CG,33848196
2022-01-31,PB,33628160
2022-01-31,WB,122011527
2022-01-31,TN,93813317
2022-01-31,BR,112539259
2022-01-31,MZ,1440213
2022-01-31,MN,2510162
2022-01-31,RJ,93391885
2022-01-31,GJ,98003212
2022-01-31,CG,33848196
2022-01-31,KL,50967835
2022-01-31,SK,1067113
2022-01-31,HP,11931976
2022-01-31,SK,1067113
2022-01-31,JH,34706457
2022-01-31,GA,2561219
2022-01-31,KA,95502982
2022-01-31,AP,80574624
2022-01-31,LD,114903
2022-01-31,PY,1535646
2022-01-31,HR,39278228
2022-01-31,NL,1468227
2022-01-31,OR,57106948
2022-01-31,TR,4951912
2022-01-31,WB,122011527
2022-01-31,MH,148252545
2022-01-31,LA,420232
2022-01-31,JK,20478781
2022-01-31,UP,261608184
2022-01-31,AP,80574624
2022-01-31,AR,1572166
2022-01-31,LD,114903
2022-01-31,MH,148252545
2022-01-31,GA,2561219
2022-01-31,TR,4951912
2022-01-31,ML,2288580
2022-01-31,AN,632891
2022-01-31,JK,20478781
2022-01-31,LA,420232
2022-01-31,CH,1975065
2022-01-31,RJ,93391885
2022-01-31,CH,1975065
2022-01-31,AS,41372839
2022-01-31,AR,1572166
2022-01-31,OR,57106948
2022-01-31,DL,29636860
2022-01-31,MP,109569228
2022-01-31,TG,54201345
2022-01-31,NL,1468227
2022-01-31,BR,112539259
2022-01-31,DN,1318737
2022-01-31,PB,33628160
2022-02-01,WB,122571219
2022-02-01,LA,422020
2022-02-01,BR,112882492
2022-02-01,OR,57298577
2022-02-01,WB,122571219
2022-02-01,HR,39366963
2022-02-01,TN,94012205
2022-02-01,DL,29702299
2022-02-01,AP,80962112
2022-02-01,DN,1323155
2022-02-01,WB,122571219
2022-02-01,UP,263225739
2022-02-01,TG,54410771
2022-02-01,NL,1471734
2022-02-01,GJ,98398920
2022-02-01,ML,2292931
2022-02-01,RJ,93763394
2022-02-01,AN,634815
2022-02-01,TN,94012205
2022-02-01,CH,1978297
2022-02-01,AN,634815
2022-02-01,JK,20531794
2022-02-01,TR,4956728
2022-02-01,ML,2292931
2022-02-01,AP,80962112
2022-02-01,LA,422020
2022-02-01,KL,51039670
2022-02-01,MP,109745224
2022-02-01,NL,1471734
2022-02-01,NL,1471734
2022-02-01,PY,1537187
2022-02-01,CG,33996914
2022-02-01,CH,1978297
2022-02-01,HR,39366963
2022-02-01,SK,1069151
2022-02-01,OR,57298577
2022-02-01,UT,16129608
2022-02-01,MH,148570046
2022-02-01,JH,34805946
2022-02-01,JK,20531794
2022-02-01,SK,1069151
2022-02-01,HR,39366963
2022-02-01,AN,634815
2022-02-01,MN,2520575
2022-02-01,MH,148570046
2022-02-01,MN,2520575
2022-02-01,PB,33955649
2022-02-01,GJ,98398920
2022-02-01,CG,33996914
2022-02-01,MZ,1441963
2022-02-01,GA,2571056
2022-02-01,MN,2520575
2022-02-01,AR,1574299
2022-02-01,PY,1537187
2022-02-01,HP,11952650
2022-02-01,AS,41457016
2022-02-01,MH,148570046
2022-02-01,TG,54410771
2022-02-01,HR,39366963
2022-02-01,LD,115025
2022-02-01,MN,2520575
2022-02-01,UT,16129608
2022-02-01,GA,2571056
2022-02-01,GA,2571056
2022-02-01,RJ,93763394
2022-02-01,PB,33955649
2022-02-01,BR,112882492
2022-02-01,KA,95776340
2022-02-01,MP,109745224
2022-02-01,ML,2292931
2022-02-01,AP,80962112
2022-02-01,MP,109745224
2022-02-01,KA,95776340
2022-02-01,AS,41457016
2022-02-01,HP,11952650
2022-02-01,AS,41457016
2022-02-01,KL,51039670
2022-02-01,MH,148570046
2022-02-01,LA,422020
2022-02-01,HP,11952650
2022-02-01,TR,4956728
2022-02-01,PB,33955649
2022-02-01,AR,1574299
2022-02-01,JH,34805946
2022-02-01,MZ,1441963
2022-02-01,PY,1537187
2022-02-01,MZ,1441963
2022-02-01,UP,263225739
2022-02-01,GA,2571056
2022-02-01,CG,33996914
2022-02-01,DN,1323155
2022-02-01,AS,41457016
2022-02-01,BR,112882492
2022-02-01,MP,109745224
2022-02-01,DN,1323155
2022-02-01,PB,33955649
2022-02-01,DL,29702299
2022-02-01,TN,94012205
2022-02-01,UP,263225739
2022-02-01,LD,115025
2022-02-01,JK,20531794
2022-02-01,DN,1323155
2022-02-01,GJ,98398920
2022-02-01,BR,112882492
2022-02-01,TN,94012205
2022-02-01,JH,34805946
2022-02-01,KL,51039670
2022-02-01,DL,29702299
2022-02-01,NL,1471734
2022-02-01,CH,1978297
2022-02-01,PY,1537187
2022-02-01,TG,54410771
2022-02-01,KA,95776340
2022-02-01,UT,16129608
2022-02-01,ML,2292931
2022-02-01,DL,29702299
2022-02-01,GJ,98398920
2022-02-01,LD,115025
2022-02-01,TR,4956728
2022-02-01,RJ,93763394
2022-02-01,OR,57298577
2022-02-01,AP,80962112
2022-02-01,JK,20531794
2022-02-01,AR,1574299
2022-02-01,SK,1069151
2022-02-01,WB,122571219
2022-02-01,LA,422020
2022-02-01,RJ,93763394
2022-02-01,TG,54410771
2022-02-01,KA,95776340
2022-02-01,CH,1978297
2022-02-01,UT,16129608
2022-02-01,AR,1574299
2022-02-01,CG,33996914
2022-02-01,LD,115025
2022-02-01,OR,57298577
2022-02-01,TR,4956728
2022-02-01,AN,634815
2022-02-01,UP,263225739
2022-02-01,MZ,1441963
2022-02-01,KL,51039670
2022-02-01,SK,1069151
2022-02-01,JH,34805946
2022-02-01,HP,11952650
2022-02-02,BR,113181345
2022-02-02,KA,96236040
2022-02-02,AP,81242547
2022-02-02,GA,2582515
2022-02-02,LD,115195
2022-02-02,TG,54622892
2022-02-02,WB,122853664
2022-02-02,WB,122853664
2022-02-02,NL,1474655
2022-02-02,AS,41519014
2022-02-02,DL,29763071
2022-02-02,RJ,94097522
2022-02-02,GJ,98669592
2022-02-02,CG,34172917
2022-02-02,TR,4973094
2022-02-02,UP,264781244
2022-02-02,ML,2296740
2022-02-02,ML,2296740
2022-02-02,CH,1981553
2022-02-02,KL,51058170
2022-02-02,SK,1069384
2022-02-02,DN,1326931
2022-02-02,KA,96236040
2022-02-02,DN,1326931
2022-02-02,JK,20585444
2022-02-02,LD,115195
2022-02-02,MZ,1443269
2022-02-02,AP,81242547
2022-02-02,AN,637444
2022-02-02,HP,11979463
2022-02-02,PB,34264757
2022-02-02,JK,20585444
2022-02-02,AR,1577422
2022-02-02,MH,148900125
2022-02-02,MP,110084023
2022-02-02,UT,16235303
2022-02-02,CG,34172917
2022-02-02,AS,41519014
2022-02-02,BR,113181345
2022-02-02,PB,34264757
2022-02-02,RJ,94097522
2022-02-02,MZ,1443269
2022-02-02,TN,94215180
2022-02-02,JH,34899994
2022-02-02,UT,16235303
2022-02-02,JH,34899994
2022-02-02,GA,2582515
2022-02-02,MP,110084023
2022-02-02,LA,423590
2022-02-02,DL,29763071
2022-02-02,HR,39453721
2022-02-02,PY,1538802
2022-02-02,MN,2531593
2022-02-02,AN,637444
2022-02-02,HP,11979463
2022-02-02,TG,54622892
2022-02-02,UP,264781244
2022-02-02,NL,1474655
2022-02-02,MN,2531593
2022-02-02,SK,1069384
2022-02-02,TN,94215180
2022-02-02,KL,51058170
2022-02-02,AR,1577422
2022-02-02,HR,39453721
2022-02-02,LA,423590
2022-02-02,CH,1981553
2022-02-02,MH,148900125
2022-02-02,TR,4973094
2022-02-02,OR,57489189
2022-02-02,GJ,98669592
2022-02-02,OR,57489189
2022-02-02,PY,1538802
2022-02-03,CH,1983381
2022-02-03,CH,1983381
2022-02-03,GA,2591629
2022-02-03,BR,113602531
2022-02-03,BR,113602531
2022-02-03,AR,1581098
2022-02-03,TG,54819731
2022-02-03,MH,149272837
2022-02-03,TR,4993627
2022-02-03,AN,640257
2022-02-03,HR,39543354
2022-02-03,ML,2299174
2022-02-03,KA,96528467
2022-02-03,GA,2591629
2022-02-03,KL,51146387
2022-02-03,SK,1073853
2022-02-03,ML,2299174
2022-02-03,GJ,99056609
2022-02-03,LD,115338
2022-02-03,AS,41631703
2022-02-03,GJ,99056609
2022-02-03,MZ,1445082
2022-02-03,TR,4993627
2022-02-03,PY,1540265
2022-02-03,OR,57680157
2022-02-03,JH,34984368
2022-02-03,HP,12034326
2022-02-03,JK,20638371
2022-02-03,WB,123314043
2022-02-03,NL,1477197
2022-02-03,KA,96528467
2022-02-03,DN,1333979
2022-02-03,WB,123314043
2022-02-03,CG,34365297
2022-02-03,UT,16314018
2022-02-03,DL,29821596
2022-02-03,KL,51146387
2022-02-03,PB,34521365
2022-02-03,LA,424034
2022-02-03,MZ,1445082
2022-02-03,OR,57680157
2022-02-03,HP,12034326
2022-02-03,NL,1477197
2022-02-03,AR,1581098
2022-02-03,AP,81437258
2022-02-03,AS,41631703
2022-02-03,JH,34984368
2022-02-03,MP,110370713
2022-02-03,UT,16314018
2022-02-03,PY,1540265
2022-02-03,PB,34521365
2022-02-03,MN,2544226
2022-02-03,TG,54819731
2022-02-03,MP,110370713
2022-02-03,SK,1073853
2022-02-03,AN,640257
2022-02-03,TN,94501517
2022-02-03,DN,1333979
2022-02-03,DL,29821596
2022-02-03,RJ,94356252
2022-02-03,UP,266190211
2022-02-03,LD,115338
2022-02-03,LA,424034
2022-02-03,JK,20638371
2022-02-03,TN,94501517
2022-02-03,CG,34365297
2022-02-03,MN,2544226
2022-02-03,MH,149272837
2022-02-03,HR,39543354
2022-02-03,AP,81437258
2022-02-03,UP,266190211
2022-02-03,RJ,94356252
2022-02-04,HP,12079237
2022-02-04,HP,12079237
2022-02-04,MH,149647283
2022-02-04,MP,110478242
2022-02-04,LD,115535
2022-02-04,NL,1479688
2022-02-04,RJ,94613371
2022-02-04,AR,1584321
2022-02-04,MN,2555051
2022-02-04,NL,1479688
2022-02-04,TN,94736913
2022-02-04,HR,39633684
2022-02-04,TR,5003621
2022-02-04,MZ,1447183
2022-02-04,SK,1076478
2022-02-04,KA,96823734
2022-02-04,JH,35059647
2022-02-04,GJ,99283908
2022-02-04,DL,29877993
2022-02-04,AN,643177
2022-02-04,ML,2301057
2022-02-04,CG,34512180
2022-02-04,PB,34802399
2022-02-04,SK,1076478
2022-02-04,MN,2555051
2022-02-04,DN,1339133
2022-02-04,UT,16369016
2022-02-04,MP,110478242
2022-02-04,JK,20689889
2022-02-04,WB,123601363
2022-02-04,OR,57855889
2022-02-04,CH,1985215
2022-02-04,PY,1541446
2022-02-04,TG,55011244
2022-02-04,LD,115535
2022-02-04,ML,2301057
2022-02-04,AS,41729570
2022-02-04,PY,1541446
2022-02-04,AN,643177
2022-02-04,UP,267473001
2022-02-04,UP,267473001
2022-02-04,WB,123601363
2022-02-04,LA,424843
2022-02-04,AP,81665289
2022-02-04,LA,424843
2022-02-04,GA,2599800
2022-02-04,CH,1985215
2022-02-04,KA,96823734
2022-02-04,PB,34802399
2022-02-04,BR,113836563
2022-02-04,DN,1339133
2022-02-04,MZ,1447183
2022-02-04,JH,35059647
2022-02-04,OR,57855889
2022-02-04,TG,55011244
2022-02-04,TN,94736913
2022-02-04,TR,5003621
2022-02-04,MH,149647283
2022-02-04,KL,51248955
2022-02-04,AS,41729570
2022-02-04,AP,81665289
2022-02-04,RJ,94613371
2022-02-04,HR,39633684
2022-02-04,CG,34512180
2022-02-04,DL,29877993
2022-02-04,UT,16369016
2022-02-04,AR,1584321
2022-02-04,GA,2599800
2022-02-04,KL,51248955
2022-02-04,JK,20689889
2022-02-04,GJ,99283908
2022-02-04,BR,113836563
2022-02-05,AR,1586038
2022-02-05,TN,95291081
2022-02-05,DL,29961013
2022-02-05,TN,95291081
2022-02-05,HR,39682234
2022-02-05,LA,427250
2022-02-05,RJ,94856530
2022-02-05,JH,35110150
2022-02-05,LD,115752
2022-02-05,JH,35110150
2022-02-05,LD,115752
2022-02-05,KA,97137750
2022-02-05,AR,1586038
2022-02-05,MZ,1447816
2022-02-05,LA,427250
2022-02-05,BR,113977530
2022-02-05,UP,268691858
2022-02-05,CG,34645045
2022-02-05,KA,97137750
2022-02-05,SK,1077023
2022-02-05,AS,41764719
2022-02-05,GA,2607406
2022-02-05,CG,34645045
2022-02-05,LA,427250
2022-02-05,MZ,1447816
2022-02-05,TG,55183940
2022-02-05,BR,113977530
2022-02-05,PY,1543264
2022-02-05,PB,35087062
2022-02-05,DN,1341238
2022-02-05,NL,1480425
2022-02-05,OR,58004817
2022-02-05,MN,2568427
2022-02-05,AP,81935365
2022-02-05,ML,2302726
2022-02-05,UT,16411075
2022-02-05,GJ,99559063
2022-02-05,KL,51340004
2022-02-05,CG,34645045
2022-02-05,CH,1988950
2022-02-05,CH,1988950
2022-02-05,TG,55183940
2022-02-05,NL,1480425
2022-02-05,DL,29961013
2022-02-05,GA,2607406
2022-02-05,DN,1341238
2022-02-05,ML,2302726
2022-02-05,UP,268691858
2022-02-05,PB,35087062
2022-02-05,MP,110774124
2022-02-05,MH,149987159
2022-02-05,LD,115752
2022-02-05,GJ,99559063
2022-02-05,BR,113977530
2022-02-05,KL,51340004
2022-02-05,HP,12122200
2022-02-05,AN,645011
2022-02-05,AS,41764719
2022-02-05,MZ,1447816
2022-02-05,NL,1480425
2022-02-05,OR,58004817
2022-02-05,TG,55183940
2022-02-05,PY,1543264
2022-02-05,MP,110774124
2022-02-05,SK,1077023
2022-02-05,AP,81935365
2022-02-05,HP,12122200
2022-02-05,SK,1077023
2022-02-05,GA,2607406
2022-02-05,AP,81935365
2022-02-05,MH,149987159
2022-02-05,KA,97137750
2022-02-05,JK,20736666
2022-02-05,JK,20736666
2022-02-05,GJ,99559063
2022-02-05,MN,2568427
2022-02-05,AS,41764719
2022-02-05,MN,2568427
2022-02-05,JH,35110150
2022-02-05,UT,16411075
2022-02-05,WB,123628642
2022-02-05,WB,123628642
2022-02-05,MH,149987159
2022-02-05,UP,268691858
2022-02-05,ML,2302726
2022-02-05,MP,110774124
2022-02-05,TN,95291081
2022-02-05,PY,1543264
2022-02-05,AN,645011
2022-02-05,HR,39682234
2022-02-05,AR,1586038
2022-02-05,AN,645011
2022-02-05,DL,29961013
2022-02-05,TR,5004025
2022-02-05,KL,51340004
2022-02-05,TR,5004025
2022-02-05,CH,1988950
2022-02-05,DN,1341238
2022-02-05,HP,12122200
2022-02-05,TR,5004025
2022-02-05,JK,20736666
2022-02-05,PB,35087062
2022-02-05,RJ,94856530
2022-02-05,HR,39682234
2022-02-05,UT,16411075
2022-02-05,RJ,94856530
2022-02-05,OR,58004817
2022-02-05,WB,123628642
2022-02-06,JK,20764061
2022-02-06,OR,58113459
2022-02-06,DL,29977652
2022-02-06,TR,5004057
2022-02-06,CH,1990566
2022-02-06,HR,39711227
2022-02-06,SK,1077067
2022-02-06,AP,81983373
2022-02-06,TG,55254801
2022-02-06,KA,97190441
2022-02-06,SK,1077067
2022-02-06,CG,34678296
2022-02-06,PY,1543585
2022-02-06,KA,97190441
2022-02-06,JH,35158184
2022-02-06,BR,114074015
2022-02-06,MZ,1447907
2022-02-06,DN,1341283
2022-02-06,UT,16434806
2022-02-06,AR,1586258
2022-02-06,AR,1586258
2022-02-06,TN,95371996
2022-02-06,HR,39711227
2022-02-06,WB,123656676
2022-02-06,PB,35337955
2022-02-06,MP,110798210
2022-02-06,OR,58113459
2022-02-06,MZ,1447907
2022-02-06,AP,81983373
2022-02-06,WB,123656676
2022-02-06,AS,41777496
2022-02-06,GA,2607865
2022-02-06,AS,41777496
2022-02-06,MN,2574317
2022-02-06,PY,1543585
2022-02-06,LA,427789
2022-02-06,LA,427789
2022-02-06,AN,645168
2022-02-06,CG,34678296
2022-02-06,KL,51342368
2022-02-06,ML,2302840
2022-02-06,JH,35158184
2022-02-06,HP,12122375
2022-02-06,ML,2302840
2022-02-06,TG,55254801
2022-02-06,GA,2607865
2022-02-06,TR,5004057
2022-02-06,KL,51342368
2022-02-06,UP,269321638
2022-02-06,BR,114074015
2022-02-06,UT,16434806
2022-02-06,PB,35337955
2022-02-06,NL,1480853
2022-02-06,DL,29977652
2022-02-06,MP,110798210
2022-02-06,NL,1480853
2022-02-06,RJ,94905379
2022-02-06,JK,20764061
2022-02-06,AN,645168
2022-02-06,MH,150019965
2022-02-06,TN,95371996
2022-02-06,LD,115888
2022-02-06,UP,269321638
2022-02-06,GJ,99613527
2022-02-06,LD,115888
2022-02-06,MH,150019965
2022-02-06,HP,12122375
2022-02-06,CH,1990566
2022-02-06,GJ,99613527
2022-02-06,DN,1341283
2022-02-06,RJ,94905379
2022-02-06,MN,2574317
2022-02-07,LD,115964
2022-02-07,MH,150211441
2022-02-07,MZ,1451114
2022-02-07,MZ,1451114
2022-02-07,KL,51452148
2022-02-07,NL,1484686
2022-02-07,HP,12171807
2022-02-07,WB,124282552
2022-02-07,TN,95541873
2022-02-07,TG,55491146
2022-02-07,JH,35239024
2022-02-07,RJ,95171728
2022-02-07,GA,2612987
2022-02-07,OR,58302648
2022-02-07,UT,16486272
2022-02-07,BR,114455128
2022-02-07,HR,39831526
2022-02-07,AN,646970
2022-02-07,MH,150211441
2022-02-07,TR,5015526
2022-02-07,PY,1547229
2022-02-07,MP,111197026
2022-02-07,DN,1344355
2022-02-07,RJ,95171728
2022-02-07,UP,270595931
2022-02-07,GJ,99893193
2022-02-07,CG,34841871
2022-02-07,BR,114455128
2022-02-07,HR,39831526
2022-02-07,PB,35643840
2022-02-07,KA,97429424
2022-02-07,AN,646970
2022-02-07,HP,12171807
2022-02-07,WB,124282552
2022-02-07,JH,35239024
2022-02-07,AR,1590075
2022-02-07,PY,1547229
2022-02-07,JK,20821771
2022-02-07,DL,30079238
2022-02-07,AP,82209368
2022-02-07,LA,429293
2022-02-07,SK,1079926
2022-02-07,GA,2612987
2022-02-07,AR,1590075
2022-02-07,MN,2585103
2022-02-07,DL,30079238
2022-02-07,TR,5015526
2022-02-07,KA,97429424
2022-02-07,MN,2585103
2022-02-07,LA,429293
2022-02-07,OR,58302648
2022-02-07,JK,20821771
2022-02-07,TN,95541873
2022-02-07,KL,51452148
2022-02-07,ML,2305672
2022-02-07,ML,2305672
2022-02-07,DN,1344355
2022-02-07,GJ,99893193
2022-02-07,CH,1994221
2022-02-07,NL,1484686
2022-02-07,MP,111197026
2022-02-07,TG,55491146
2022-02-07,SK,1079926
2022-02-07,UT,16486272
2022-02-07,AP,82209368
2022-02-07,AS,41911344
2022-02-07,CG,34841871
2022-02-07,CH,1994221
2022-02-07,LD,115964
2022-02-07,PB,35643840
2022-02-07,UP,270595931
2022-02-07,AS,41911344
2022-02-08,TN,95764763
2022-02-08,AR,1592661
2022-02-08,DL,30174813
2022-02-08,OR,58495685
2022-02-08,LD,116415
2022-02-08,WB,124923072
2022-02-08,GA,2616564
2022-02-08,UP,271937547
2022-02-08,LA,430402
2022-02-08,HP,12213697
2022-02-08,KL,51554491
2022-02-08,KL,51554491
2022-02-08,MH,150602515
2022-02-08,AR,1592661
2022-02-08,TG,55740845
2022-02-08,MH,150602515
2022-02-08,HP,12213697
2022-02-08,DN,1346562
2022-02-08,MP,111340562
2022-02-08,JH,35340738
2022-02-08,PY,1549295
2022-02-08,SK,1082589
2022-02-08,MN,2594842
2022-02-08,CG,34975274
2022-02-08,WB,124923072
2022-02-08,HR,39961634
2022-02-08,MZ,1455145
2022-02-08,TG,55740845
2022-02-08,AP,82395450
2022-02-08,TR,5029136
2022-02-08,ML,2308327
2022-02-08,NL,1487630
2022-02-08,AS,42058495
2022-02-08,BR,114839765
2022-02-08,JK,20882159
2022-02-08,RJ,95504783
2022-02-08,MN,2594842
2022-02-08,GJ,100143920
2022-02-08,PY,1549295
2022-02-08,UT,16538294
2022-02-08,GJ,100143920
2022-02-08,CH,1997313
2022-02-08,BR,114839765
2022-02-08,CH,1997313
2022-02-08,MP,111340562
2022-02-08,DN,1346562
2022-02-08,OR,58495685
2022-02-08,RJ,95504783
2022-02-08,MZ,1455145
2022-02-08,NL,1487630
2022-02-08,TN,95764763
2022-02-08,KA,97618164
2022-02-08,PB,35958939
2022-02-08,JK,20882159
2022-02-08,LA,430402
2022-02-08,UT,16538294
2022-02-08,UP,271937547
2022-02-08,JH,35340738
2022-02-08,AN,648833
2022-02-08,CG,34975274
2022-02-08,SK,1082589
2022-02-08,AS,42058495
2022-02-08,HR,39961634
2022-02-08,AP,82395450
2022-02-08,TR,5029136
2022-02-08,KA,97618164
2022-02-08,ML,2308327
2022-02-08,AN,648833
2022-02-08,PB,35958939
2022-02-08,LD,116415
2022-02-08,GA,2616564
2022-02-08,DL,30174813
2022-02-09,TG,55942633
2022-02-09,GA,2620790
2022-02-09,HP,12245825
2022-02-09,AN,650120
2022-02-09,OR,58666640
2022-02-09,PB,36269445
2022-02-09,JH,35450714
2022-02-09,WB,125460963
2022-02-09,JH,35450714
2022-02-09,AS,42143061
2022-02-09,UT,16574016
2022-02-09,TR,5035763
2022-02-09,KL,51574613
2022-02-09,LA,431901
2022-02-09,JK,20936367
2022-02-09,JK,20936367
2022-02-09,HR,40044957
2022-02-09,TG,55942633
2022-02-09,MH,150983876
2022-02-09,GJ,100285884
2022-02-09,GJ,100285884
2022-02-09,PB,36269445
2022-02-09,NL,1490281
2022-02-09,TN,95912616
2022-02-09,PY,1550893
2022-02-09,CH,2000366
2022-02-09,BR,115126689
2022-02-09,RJ,95803675
2022-02-09,SK,1084713
2022-02-09,PY,1550893
2022-02-09,MN,2604597
2022-02-09,UP,273018431
2022-02-09,MZ,1460180
2022-02-09,KA,97811741
2022-02-09,ML,2311042
2022-02-09,MP,111589268
2022-02-09,KA,97811741
2022-02-09,HR,40044957
2022-02-09,AN,650120
2022-02-09,RJ,95803675
2022-02-09,BR,115126689
2022-02-09,LD,116683
2022-02-09,CG,35130474
2022-02-09,KL,51574613
2022-02-09,OR,58666640
2022-02-09,DL,30252890
2022-02-09,DL,30252890
2022-02-09,SK,1084713
2022-02-09,TR,5035763
2022-02-09,MP,111589268
2022-02-09,DN,1347510
2022-02-09,LD,116683
2022-02-09,TN,95912616
2022-02-09,CH,2000366
2022-02-09,AR,1595273
2022-02-09,WB,125460963
2022-02-09,MH,150983876
2022-02-09,HP,12245825
2022-02-09,UT,16574016
2022-02-09,GA,2620790
2022-02-09,DN,1347510
2022-02-09,AR,1595273
2022-02-09,AS,42143061
2022-02-09,MN,2604597
2022-02-09,CG,35130474
2022-02-09,ML,2311042
2022-02-09,UP,273018431
2022-02-09,AP,82589373
2022-02-09,LA,431901
2022-02-09,AP,82589373
2022-02-09,NL,1490281
2022-02-09,MZ,1460180
2022-02-10,GJ,100477233
2022-02-10,HP,12274382
2022-02-10,AP,82842113
2022-02-10,GJ,100477233
2022-02-10,SK,1088101
2022-02-10,DN,1348398
2022-02-10,AS,42268130
2022-02-10,MZ,1464471
2022-02-10,JH,35546957
2022-02-10,KA,97930883
2022-02-10,GA,2623937
2022-02-10,CG,35279432
2022-02-10,WB,125837898
2022-02-10,PY,1552193
2022-02-10,RJ,96066586
2022-02-10,LA,432990
2022-02-10,TN,96071491
2022-02-10,MP,111859050
2022-02-10,RJ,96066586
2022-02-10,LD,116942
2022-02-10,SK,1088101
2022-02-10,NL,1493274
2022-02-10,BR,115521499
2022-02-10,AS,42268130
2022-02-10,TG,56177003
2022-02-10,ML,2313828
2022-02-10,AN,651140
2022-02-10,JK,20996953
2022-02-10,DN,1348398
2022-02-10,KL,51693410
2022-02-10,PB,36603162
2022-02-10,KL,51693410
2022-02-10,NL,1493274
2022-02-10,AR,1597599
2022-02-10,MN,2614016
2022-02-10,PY,1552193
2022-02-10,TR,5047172
2022-02-10,MH,151374980
2022-02-10,MH,151374980
2022-02-10,ML,2313828
2022-02-10,CH,2003225
2022-02-10,LA,432990
2022-02-10,UP,274114068
2022-02-10,PB,36603162
2022-02-10,GA,2623937
2022-02-10,WB,125837898
2022-02-10,JK,20996953
2022-02-10,HP,12274382
2022-02-10,OR,58849265
2022-02-10,UT,16615687
2022-02-10,LD,116942
2022-02-10,AP,82842113
2022-02-10,CH,2003225
2022-02-10,AR,1597599
2022-02-10,JH,35546957
2022-02-10,UP,274114068
2022-02-10,UT,16615687
2022-02-10,HR,40139730
2022-02-10,MZ,1464471
2022-02-10,MN,2614016
2022-02-10,HR,40139730
2022-02-10,MP,111859050
2022-02-10,DL,30339675
2022-02-10,DL,30339675
2022-02-10,AN,651140
2022-02-10,TG,56177003
2022-02-10,KA,97930883
2022-02-10,BR,115521499
2022-02-10,OR,58849265
2022-02-10,TR,5047172
2022-02-10,CG,35279432
2022-02-10,TN,96071491
2022-02-11,AP,83031975
2022-02-11,PB,36958217
2022-02-11,MP,111987356
2022-02-11,CG,35384021
2022-02-11,MH,151794332
2022-02-11,HR,40244987
2022-02-11,TR,5050650
2022-02-11,PY,1554227
2022-02-11,DN,1349517
2022-02-11,AN,652102
2022-02-11,GJ,100684736
2022-02-11,JH,35647536
2022-02-11,WB,126532404
2022-02-11,UP,275123972
2022-02-11,LA,433881
2022-02-11,MP,111987356
2022-02-11,OR,59030464
2022-02-11,AR,1600053
2022-02-11,PB,36958217
2022-02-11,LD,117234
2022-02-11,JH,35647536
2022-02-11,JH,35647536
2022-02-11,CG,35384021
2022-02-11,NL,1496749
2022-02-11,GJ,100684736
2022-02-11,DL,30412927
2022-02-11,GA,2627417
2022-02-11,KL,51792017
2022-02-11,LD,117234
2022-02-11,SK,1090956
2022-02-11,MN,2622070
2022-02-11,JK,21046999
2022-02-11,CG,35384021
